unix_time,paths_total,unique_crashes
0,1,0
0.00138889,119,0
0.00277778,140,0
0.00416667,150,0
0.00555556,183,0
0.00694444,191,0
0.00833333,198,0
0.00972222,202,0
0.0111111,203,0
0.0125,203,0
0.0138889,204,0
0.0155556,210,0
0.0169444,216,0
0.0183333,216,0
0.0197222,247,0
0.0225,253,0
0.0238889,253,0
0.0252778,261,0
0.0280556,263,0
0.0294444,264,0
0.0336111,264,0
0.0377778,264,0
0.0422222,265,0
0.0436111,268,0
0.0463889,268,0
0.0505556,269,0
0.0547222,271,0
0.0561111,274,0
0.0588889,274,0
0.0605556,281,0
0.0647222,284,0
0.0661111,285,0
0.0702778,285,0
0.0733333,286,0
0.0747222,287,0
0.0788889,287,0
0.0802778,290,0
0.0830556,298,0
0.0844444,302,0
0.0858333,307,0
0.0872222,309,0
0.0913889,310,0
0.0955556,310,0
0.0969444,310,0
0.0983333,310,0
0.0997222,311,0
0.101111,313,0
0.104167,313,0
0.105556,314,0
0.106944,315,0
0.109722,319,0
0.1125,319,0
0.113889,319,0
0.115278,319,0
0.116944,320,0
0.118333,321,0
0.119722,322,0
0.121111,323,0
0.1225,323,0
0.125278,323,0
0.129444,331,0
0.130833,333,0
0.132222,336,0
0.133611,337,0
0.135278,339,0
0.138056,339,0
0.140833,341,0
0.145,345,0
0.146389,347,0
0.147778,349,0
0.149167,355,0
0.152222,357,0
0.153611,365,0
0.155,371,0
0.156389,377,0
0.157778,378,0
0.159167,381,0
0.160556,382,0
0.161944,382,0
0.163333,383,0
0.164722,383,0
0.166111,384,0
0.168889,385,0
0.170556,389,0
0.173333,395,0
0.174722,396,0
0.176111,397,0
0.1775,402,0
0.178889,405,0
0.180278,406,0
0.181667,411,0
0.184444,413,0
0.185833,421,0
0.1875,422,0
0.188889,426,0
0.190278,427,0
0.191667,430,0
0.193056,431,0
0.194444,433,0
0.195833,434,0
0.197222,437,0
0.198611,438,0
0.2,439,0
0.201667,443,0
0.204444,447,0
0.205833,449,0
0.207222,453,0
0.208611,456,0
0.21,458,0
0.211389,459,0
0.212778,463,0
0.214167,464,0
0.215556,466,0
0.216944,469,0
0.219722,470,0
0.221111,472,0
0.223889,472,0
0.225278,473,0
0.228056,473,0
0.229722,474,0
0.2325,477,0
0.236667,484,0
0.238056,486,0
0.240833,491,0
0.242222,493,0
0.243611,502,0
0.245,505,0
0.248056,506,0
0.250833,507,0
0.255,507,0
0.256389,508,0
0.257778,508,0
0.259167,509,0
0.263333,514,0
0.264722,516,0
0.2675,530,0
0.269167,537,0
0.270556,538,0
0.271944,544,0
0.273333,545,0
0.274722,548,0
0.278889,549,0
0.283333,551,0
0.284722,552,0
0.2875,552,0
0.291667,553,0
0.295833,553,0
0.3,553,0
0.304444,553,0
0.308611,571,0
0.311389,573,0
0.315833,574,0
0.318611,574,0
0.322778,575,0
0.326944,576,0
0.329722,576,0
0.331111,577,0
0.333889,578,0
0.338333,580,0
0.339722,580,0
0.3425,581,0
0.346667,586,0
0.350833,587,0
0.352222,587,0
0.356389,587,0
0.359444,587,0
0.362222,590,0
0.363611,592,0
0.366389,599,0
0.367778,600,0
0.370556,605,0
0.371944,606,0
0.373333,607,0
0.374722,608,0
0.379167,615,0
0.381944,617,0
0.383333,618,0
0.384722,619,0
0.386111,619,0
0.390278,619,0
0.391667,622,0
0.393333,623,0
0.394722,623,0
0.3975,625,0
0.398889,626,0
0.401667,627,0
0.405833,629,0
0.407222,632,0
0.41,632,0
0.414167,632,0
0.418333,632,0
0.421389,632,0
0.425556,632,0
0.429722,632,0
0.433889,632,0
0.438056,632,0
0.441111,632,0
0.445278,632,0
0.449444,632,0
0.453611,633,0
0.457778,633,0
0.460556,633,0
0.462222,633,0
0.466389,633,0
0.470556,636,0
0.471944,637,0
0.473333,638,0
0.476111,638,0
0.478889,640,0
0.480278,641,0
0.483056,644,0
0.484444,646,0
0.485833,649,0
0.487222,651,0
0.488889,655,0
0.490278,656,0
0.491667,683,0
0.493056,690,0
0.494444,696,0
0.495833,720,0
0.497222,727,0
0.498611,734,0
0.5,739,0
0.502778,740,0
0.504167,742,0
0.507222,742,0
0.508611,743,0
0.51,744,0
0.511389,747,0
0.512778,748,0
0.514167,751,0
0.515556,752,0
0.519722,752,0
0.5225,752,0
0.526667,753,0
0.531111,753,0
0.535278,754,0
0.538056,755,0
0.539444,757,0
0.5425,758,0
0.543889,762,0
