program,fuzzer,seed,version,paths_1h,paths_2h,paths_3h,paths_4h,paths_5h,paths_6h
uniq,afl-2.51b,valid,lava-m,0.884615,0.961538,0.971154,0.980769,0.980769,0.980769
uniq,afl-2.52b,valid,lava-m,0.692308,0.951923,0.990385,1,1,1
uniq,afl-rb,valid,lava-m,1.01923,1.01923,1.01923,1.01923,1.01923,1.01923
uniq,aflfast,valid,lava-m,1.00962,1.01923,1.03846,1.03846,1.03846,1.03846
uniq,aflgo,valid,lava-m,0.913462,0.942308,0.961538,0.971154,0.971154,0.971154
who,afl-1.94b,valid,lava-m,1.14844,1.51562,1.71094,1.875,1.96875,2.07812
who,afl-2.40b,valid,lava-m,0.765625,1.10938,1.30469,1.30469,1.48438,1.48438
who,afl-2.49b,valid,lava-m,0.757812,0.765625,0.78125,0.78125,0.789062,0.789062
who,afl-2.51b,valid,lava-m,1.03125,1.35938,1.39062,1.47656,1.57031,1.69531
who,afl-2.52b,valid,lava-m,0.757812,0.773438,0.960938,0.960938,1,1
who,afl-rb,valid,lava-m,1.79688,1.85938,1.86719,1.89062,1.95312,2.00781
who,aflfast,valid,lava-m,1.22656,1.22656,1.60156,1.75,1.85156,1.86719
who,aflgo,valid,lava-m,0.695312,0.96875,1.21094,1.21094,1.21094,1.21094
